,Unnamed: 0,Emotion,Sentence
0,941,Other,"tính tao tao biết , chẳng có chuyện gì có_thể làm tao phát điên cả"
1,142,Enjoyment,"lại là lào_cai , tự_hào quê mình quá : ) )"
2,1164,Sadness,bị từ_chối rồi
3,182,Enjoyment,tam_đảo trời đẹp các mem à
4,868,Other,đọc bình_luận của thằng đó không thiếu chữ nào 
5,236,Enjoyment,crush tao vẫn còn trinh nhé 
6,1229,Anger,nó nói không đúg ư . đg của nhà bà ư . nó đóg phí đg bộ còn nhà bà thì đóg thuế đất thôi . đất nhà bà sử dụg được cả mặt đg cơ . sao không mag ban ghế ra đấy mà kê
7,355,Fear,gap kiểu này chắc đái ra quần quá
8,1538,Enjoyment,yêu em moạ moạ 
9,536,Sadness,có ai như tao không đọc đề thì quen nhưng lại quên phương_pháp giải . chắc mất_gốc rồi : ( (
10,348,Enjoyment,t cười ỉa ... 藍藍
11,199,Fear,tao không biết tao đủ ổn để đi học thêm không nữa
12,1112,Sadness,làm chó khổ lắm chứ bộ : ( (
13,232,Enjoyment,per hay xàm xàm mà zui hè
14,324,Disgust,dm thể_loại xàm lồn
15,1927,Disgust,loại không biết trân_trọng những gì mik nhận được thì mãi_mãi chỉ là những kẻ nghèo_hèn bẩn_thỉu 
16,1113,Enjoyment,per 1 thời mệ nội kho thịt ngon hí
17,1082,Disgust,bạn không có quyền đuổi người ta . khó_chịu thì gọi ca giao_thông thôi . bạn đuổi họ bạn sai lè lè
18,781,Sadness,"đôi_khi cũng muốn dỗi lắm , nhưng nghĩ_lại đéo có người_yêu mà dỗi"
19,1036,Sadness,ngô ̀ i đo ̣ c bình_luận chu ́ người no ́ tag người_yêu va ̀ o ma ̀ sô ́ người mu ̃ i la ̣ i cay = ) )
20,281,Enjoyment,đã đẹp_trai còn khôn 
21,528,Anger,cũng chỉ vì việt_nam nuôi một lũ kỹ_sư . tiến_sĩ phá_hoại mới làm thiệt_hại kinh_tế nhiều vô_kể chúng_nó sài toàn bằng tại trức thì biết con_mẹ gì mà đưa cây cao_su ra bắc trồng khác gì đưa cây dừa ở trong nam ra bắc trồng . một lũ bò
22,623,Anger,nghe cái giọng thằng quay_phim ăn_nói đoạn cuối thực_sự muốn làm 1 đấm nhẹ nhẹ vô cái mỏ nó . chả vui_vẻ gì .
23,460,Enjoyment,khi 2 đứa giận nhau thì dắt nhau vào nn là xong = ) ) ) )
24,238,Disgust,làm_ăn nhố_nhăng
25,185,Fear,tao sợ ăn xong nóng đêm gãi toét chân
26,1006,Disgust,tao không được ăn thì mày cung đừng hòng
27,1717,Surprise,per giảm_tốc kìa haha
28,1562,Enjoyment,mẹ đi ngầu chết mẹ đi được chứ kì_quặc gì = ) ) ) )
29,845,Sadness,moá . tao muốn chết quách cho_rồi
30,1633,Disgust,nói_chuyện như_vậy bảo sao đất_nước không phát_triển
31,903,Other,còn đỡ hơn bữa ăn sáng nay của tao nhiều .
32,1539,Anger,dume . lưu_manh từ nhỏ . khốn_nạn
33,1780,Enjoyment,anh đã mơ về một ngôi nhà và những đứa trẻ 臘‍♂️
34,38,Fear,mẹ tao vừa đọc xong còn tag tên tao vào . bọn mày có cách nào trưa nay không về nhà mà vẫn có tiền ăn cơm không_chỉ tao với
35,224,Fear,"per nhớ ngày_xưa gần nhà mày có đàn ngỗng , tụi khốn_nạn đó toàn đi dàn hàng ngang chắn hết đường hết lối , mỗi lần tao đạp xe qua là rượt tao gần chết : v ám_ảnh vãi"
36,373,Fear,"tao rợn hết người luôn , ghi công mày "
37,751,Other,tôi nghĩ nên tăng tiền phạt lên
38,331,Disgust,ác_độc thế
39,955,Disgust,dơ_dáy
40,307,Other,"không biết sao chứ tao đọc bình_luận thấy toàn bình_luận bảo là chữ này là do người_lớn viết ra , rút cuộc là sao ?"
41,756,Sadness,kím cớ nói_chuyện chỉ để biết người đó làm gì đang như nào . có vui hay buồn . rồi lại thôi
42,795,Enjoyment,năm nay thì đở hơn rồi kkkk
43,1869,Surprise,"hôm_qua còn không có lông chân , hôm_nay mọc lẹ thế = ) ) )"
44,270,Enjoyment,lương cũng sắp về rồi 
45,1352,Enjoyment,ồ ! rất nhớ !
46,105,Disgust,phản dame gắt vãi
47,1202,Other,t chốg mắt lên xem chúg mày mặn nồg đến bao_giờ 
48,633,Other,vậy thấy đứa nào thân thân với mình là mình block nó lại à ? ? . - .
49,929,Other,thoáng chốc thành đống sắt vụn
50,1743,Surprise,"moá ơi , lợn mặt_trăng "
51,437,Enjoyment,sống với nhau đến cuối đời người ta cũng chỉ mong có vậy .
52,1219,Sadness,nhìn là yêu roi muốn nuôi quá_trời mà sợ không chăm được em 
53,1005,Enjoyment,"đúng vậy , có họ ở bên cạnh nuôi_nấng ta từng ngày đã là quý lắm rồi"
54,860,Disgust,thực_sự là một trò_cười
55,294,Enjoyment,đó là những nơi khác . chứ chỗ làm của em . anh_chị đáng yêu v đáng quý . em học_tập được rất nhìu kinh_nghiệm .
56,1071,Sadness,ba_mẹ tao chửi tao tao chỉ biết câm_họng và bưng tô cơm ra chỗ khác vừa ngồi ăn vừa khóc một_mình cho_dù biết răng mình k có lỗi  ! ?
57,1256,Anger,per tao bị con mặt nồi này dí 2 lần táp vào chân bầm tím chạy muốn súc quần .. đang đi không làm gì nó nó cũng dí .. mẹ bà kkk
58,401,Anger,anh tao làm_trò đùa cho chúng_mày à : ' (
59,571,Anger,trên quê tôi . trc nói trong vòng 6 đến 7 năm sẽ cho hưởng cổ_tức . vậy_mà đến giờ đã hơn 10 năm vẫn chưa được hưởng 1 xu nào . cao_su trồng thì chết lên chết xuống . giờ cũng chưa thấy cạo mủ . mất bao_nhiêu đất rừng của dân . hôm nào mời vtv24 làm 1 chuyến lên quê tôi . sẽ biết thế_nào ?
60,1433,Disgust,xém lại lên báo_vụ bác_sĩ bị người_nhà bệnh_nhân hành_hung cho đến chết 
61,367,Enjoyment,nam nhân nhà người ta kbh làm tôi thất_vọng
62,1587,Anger,chắc tao lại vác dao đâm chết cdm bọn hãm này : ) ) ) )
63,992,Disgust,"ho ̣ c ha ̀ nh tra ̉ thâ ̀ y cô hê ́ tao , ba ̀ đo ́ thi ̀ con cặc trư ́ người nư ̃ anh đâu ma ̀ thai vơ ́ i sư ̀ người"
64,1188,Other,"tốt nhất là đừng crush ai ngoài bản_thân ra cả , để khi nhớ thì chỉ cần lấy gương ra nhìn cái là được "
65,1756,Enjoyment,"những người đang buồn ỉa mà càng nhịn , khi bùng_phát mới thật_sự đáng sợ "
66,389,Enjoyment,"kết mỗi câu ru con ngủ để vợ đắp mặt_nạ làm_đẹp , 10đ chồng tốt = ) ) ) )"
67,738,Other,"thôi đi cháu , chưa đủ tuổi thì đừng mê trai , đừng đẩy con nhà người ta vào tù : v"
68,499,Sadness,"t đã hối_hận vì nói ra , để rồi bao_giờ tao với cô ấy chẳng còn thể nói_chuyện như trước nữa"
69,484,Other,đúng rồi . chỉ có thằng ghệ nó trầm_cảm thôi
70,1412,Sadness,tội_nghiệp các bé đạp xe đi học
71,365,Other,máy xay sinh_tố chớ gì .
72,96,Enjoyment,đẹp người đẹp cả giấc mơ 
73,463,Anger,... bố nhà mày ... t nông_thôn còn không biết nấu đòi thành_phố ...
74,848,Enjoyment,nhện thông_minh quá per
75,1347,Enjoyment,quá hay cho admin
76,479,Anger,"thế đường không cấm đỗ , bạn lấy quyền gì không cho người ta đỗ vậy"
77,1648,Anger,đời ghét nhất_thể loại ăn_chặn quỵt tiền người khác . nếu không hài_lòng cách dạy thì trả tiền cho đủ rồi thôi . thời_gian họ bỏ ra thiệt sự quá phí
78,1624,Surprise,sản_phẩm nhìn lạ quá ta
79,1764,Enjoyment,best pha cuối bonus 
80,844,Sadness,chúng_mày có_thể bỏ ra 30s thả tim vào avatar coi như lì_xì muộn cho tao được không ? chưa bao_giờ được 30 tim buồn v . lol 
81,1732,Surprise,tr má cái tướng ổng nằm
82,616,Enjoyment,cái máy này có thật thì bọn chính_trị_gia sẽ ăn cứt hết 
83,1107,Disgust,phạt cho_qua mắt dân_đen thôi mà ?
84,905,Sadness,lấy chồng như 1 canh_bạc . ko hoa . ko lời chúc không gì hết . pải chăng số ta chỉ được vậy . cô_đơn quen rồi
85,861,Disgust,cái quan_trọng là ý_nghĩ chứ đâu phải nó ngu . = ) ) )
86,406,Other,và rồi xung_quanh thắc măc rằng mày đã không còn là con gái từ khi nào
87,1853,Anger,tao là tao tát vỡ mõm ngay
88,28,Other,chửi nữa đi anh ơi : ) )
89,1867,Enjoyment,haha còn tao thì thấy nó lúc_nào cũng đáng yêuc 
90,1079,Sadness,chẳng bằng bố tao 13 năm tự_nhiên hỏi bố biết tên con là gì không thì chần_chừ một lúc rồi phun ra tên chị tao
91,241,Sadness,đúng là chân_thật luôn_luôn tổn_thương !
92,755,Sadness,"per đúng rồi , không muốn xa_cách đâu "
93,885,Enjoyment,thích cái bộ_đồ ngủ gê 
94,461,Enjoyment,ủa là đụme video hài hay deep vậy . chớ tao thấy buồn_cười vãi vì nhây đéo tả được : ) ) )
95,1631,Disgust,neymar mà_lại phải hiếp_dâm 1 cô gái à ? ? ?
96,1806,Other,"đã làm thì làm cho lố vào , không thì khép_nép lại"
97,1063,Other,lead đời_mới chê lead đời cũ là : “ xe mày vứt đi được rồi đấy ” 藍藍藍藍藍
98,500,Sadness,xem xong hết cái video mà cảm_thấy buồn cho cái xã_hội bây_giờ
99,220,Disgust,ngu mới lắp . tiền gửi ngân_hàng được nửa tiền điện cái hoàn vốn . sau_này nó hấp_thụ kém mặt_trời . lại thay .
100,1001,Disgust,bởi_thế việt_nam đéo bao_giờ khá nổi về mặt ý_thức được = ) ) nhờ mấy đĩ này chứ đâu : v
101,1050,Enjoyment,tình_yêu lớn lên sẽ mang người con gái ta yêu thành gia_đình . family is all
102,517,Other,: ) ) ) ai hỏi mày : vv
103,618,Enjoyment,"nhin gia dinh họ that de thuong , hạnh_phúc"
104,1830,Enjoyment,không hiểu sao đoạn này rất kích_thích trái_tim hủ nữa của tao = ) ) ) )
105,440,Anger,ý_thức như lol . 
106,48,Fear,"sợ vãi , mém xỉu"
107,758,Sadness,mùa thu năm ấy cta đã gặp nhau ?
108,1036,Other,"per đấy , có người đưa ra quyết_định đúng lúc thì các em đỡ khổ còn gì"
109,85,Enjoyment,dù thời_tiết nóng_bức ... nhưng ăn vải vẫn là ngon nhất
110,1458,Sadness,"ăn 1 miếng bò mà giết thêm đàn kiến . chưa biết ngon thế_nào nhưng một đàn kiến về cõi vĩnh_hằng , tội cho đàn kiến ."
111,1169,Disgust,s không để tới lúc chết rồi thêm kỷ_lục xác_chết có móng tay dài nhất : v
112,36,Disgust,động_đực à mấy thằng kia ? : ( ( thương lũ chó nhà tao mấy tuổi rồi vẫn không biết động_đực hay đi tìm gái cơ ! ! = ] ]
113,678,Other,một lần chơi lớn để xem anh_em có trầm_trồ : 3
114,976,Enjoyment,đã trải qua và thấy chuẩn cơm má nấu
115,303,Enjoyment,"công_nhận , thời xưa bệnh mà cũng vui vãi . : ) ) )"
116,1693,Enjoyment,và cứ thế tôi khoá lại 3 năm thanh_xuân tươi_đẹp của mình : )
117,773,Disgust,như đùa ở vn mà như trên sao_hoả vậy
118,1075,Disgust,chơi cái_trò gì mất_dạy dậy ... chơi mình đi má ai rãnh đâu mà chơi ....
119,637,Anger,"đm bào tao tao cầm nón nhảy vào phang vỡ con_mẹ nó alo chứ ở đấy đòi đo lồn , tao lại xé con_mẹ nó háng ra !"
120,297,Enjoyment,biết trân_trọng những gì mình đang có ☺️
121,1310,Disgust,ngu thiệt trời
122,308,Other,nên phát_huy
123,559,Sadness,đến giờ tao vẫn chưa biết biển là cái gì ad ạ .
124,404,Other,vàng chắng bây_giờ thành chắng tay ! em bình_phước đây ! em hiểu cái này hơn các bác nhiều đó !
125,1696,Other,"ngày hôm ấy , buổi học cuối ... tao bị 2 thg bạn rủ cúp học chơi net : ) )"
126,271,Enjoyment,già còn thích phi_công = ) )
127,1881,Enjoyment,cám_ơn các_anh
128,1009,Enjoyment,mình sống ảo quen rồi nên đắp mặt_nạ cũng đắp bằng app luôn : ) ) ) )
129,141,Enjoyment,học giỏi lại xinh_xắn hì
130,743,Enjoyment,crush hôm_nay đeo khẩu trag không thấy nó cười mà nhìn mắt dể thương vãi ra 
131,11,Anger,địt cụ hỏi nhiều vãi
132,304,Fear,per mày cứ kén_chọn đi chúng_nó yêuc nhaooo hết rồi kia kìa ahuhu .. không tin vào mấy thằng ông nội cơ bắpppp nữaaa
133,1421,Enjoyment,per ê chó coi đi nghe nói hay lắm á
134,105,Fear,bức ảnh này lại làm mình bị ám_ảnh . haz
135,82,Disgust,bất_nhân
136,986,Other,không biết là sống ngoài đó rồi đi ị như_thế_nào 樂
137,100,Enjoyment,"a nói là anh làm ngay đấy , các chú đừng đùa với anh "
138,721,Disgust,per per per tao chả tháy bài này hay cái gì cả . nhạt_nhẽo ..
139,1153,Disgust,"a trai mình từng làm trung_nguyên 3 năm thôi . cũng gặp qua bà thảo với ông vũ rồi , bà thảo đúng chất con_buôn , tham_lam lắm , chả có tâm chút nào "
140,399,Disgust,ghét nhất_thể loại này
141,1308,Disgust,"lũ khốn_nạn , giết người không dao"
142,1116,Disgust,"nhiều người việt_nam ngộ lắm bỏ ra có 5k mà đã muốn làm mẹ thiên_hạ rồi , chứ nói gì 100k"
143,1218,Disgust,"có gạt_tàn , gạt_tàn thuốc dô gạt_tàn xong_xuôi còn đầu_lọc vứt xuống chân .... đéo hiểu"
144,1619,Disgust,khôn vặt như này ai chơi lại
145,644,Disgust,per nhai mãi mệt không mày
146,1637,Enjoyment,ừ ... ừ = ) ) ) dume cười gần chết : v
147,811,Sadness,đây là lần cuối_cùng các bạn nhìn thấy anh ấy : d
148,952,Enjoyment,mình làm ở sài_gòn gặp nhiều bạn ở miền ngoài nhưng thích nghe nhất giọng ở phú_yên nghe hay_hay sau ah có ai vậy không
149,1025,Other,cũng không có gì đặc_sắc lắm . vì em còn mặc_cả áo_khoác chống cả tuyết lên cơ
150,1585,Sadness,nỗi đau ấy ai thấy giúp tôi
151,1553,Disgust,sau_này làm phò hết thôi . haizz
152,351,Enjoyment,ui sồi ôi đốn tim vãiiiiiiii
153,271,Other,tiểu_học thì sổ đầu_bài đâu ra vại mấy bác
154,1648,Enjoyment,bố_mẹ teen vãi = ] ] ]
155,359,Other,"kinh_hồn , sao chủ nó có_thể để nó như v được nhỉ"
156,2,Other,lại sắp đánh án lớn
157,1647,Disgust,tiền của mình mà bạn . đừng để người ta lấy
158,477,Other,diệp ngọc miutokool dautay đây là gì ?
159,1161,Disgust,trẻ ăn cơm mốc thì thầy_cô mới có phơ ăn .
160,1679,Disgust,nhìn kinh_dị quá 
161,548,Enjoyment,nhìn 2 cụ thương lạ_lùng . nhìu lúc ước sao về già mình được nv thui .
162,269,Disgust,"dume , cái hồi học lớp 8 , chương cuối của quyển sách cô bảo tự học"
163,1331,Enjoyment,"đúng thế , ở đâu cũng được đâu nhất_thiết phải ở đây"
164,1722,Anger,dume thằng quay_phim khốn_nạn . biết mà đéo bảo người ta đánh xe ra
165,885,Disgust,đồ con heo ma
166,982,Other,tao chắc_chắn là cái sừng đã mọc
167,1950,Surprise,ủa mặt gì mắc_cười vậy
168,736,Disgust,đeo hiểu sao muôn lây chồng tây để sem chúng_nó nhậu_nhẹt nói_chuyện có khác mấy thằng việt_nam hãm lồn không
169,388,Other,chú này hay ở ngã tư hậu_giang với phạm đình hỏ q6 thì phải
170,414,Anger,ủa xây cầu ngắt khúc để troll nhau à
171,227,Enjoyment,tôi đã cười khi xem
172,1014,Other,cho mình hỏi ngu tí . pháp là ở đâu
173,471,Enjoyment,"vui nhất_là câu "" lấy ghế ra ngồi nhìn """
174,839,Enjoyment,: v tới đây đi anh chịu trách_nhiệm cho : v
175,999,Other,tình_phụ tử đúng là vô_hạn
176,290,Other,chó nhà giàu là vậy
177,179,Disgust,agribank thái_độ nhân_viên ở cấp huyện kém lắm
178,391,Enjoyment,cưng ghê
179,1502,Sadness,nếu tao được gặp ba tôi 1 lần nửa thì tao sẻ nói con thw ba nhìu lắm . nhưng lời_nói này chẳng pao giờ được nói nửa vì tao và ông ấy đã xa nhau mãi_mãi
180,1288,Enjoyment,qua rằm mới phải đi học haha = ) ) ) ) )
181,13,Enjoyment,nghe giống ổng là 1 nạn_nhân . 
182,1276,Enjoyment,may nó không đâm cho lòi ruột
183,774,Enjoyment,người ta đỗ giữa 2 cửa thế kia là rất ý_thức rồi
184,1783,Enjoyment,hi_vọng ở tuổi đó gia_đình luôn ở bên để thấy tôi đủ trưởng_thành và thành_công 
185,607,Enjoyment,per giống cái bữa mình viết ghê
186,71,Enjoyment,may quá . vài năm trước khi đi nẹp răng mình không phải chụp xquang
187,657,Other,per : để tao xem chúng_mày hạnh_phúc được bao_lâu 
188,1502,Enjoyment,"chuẩn , thấy đa_phần nam chính vẫn được lòng hơn ."
189,574,Other,công_chúa của anh đói rồi kìa
190,994,Enjoyment,mình ngủ cả ngày canh lúc nó về tới mở_cửa ra đụng ngay mặt nó nhìn nhau cười 
191,727,Enjoyment,móng này mày ra uống chữa yếu sinh_lý với ung_thư ... khá tuyệt !
192,1305,Sadness,huhu xem mà muốn khóc vãi
193,201,Other,con_bé kiểu mày vừa làm cái wtf : ) ) ) ) )
194,151,Other,tâm phải bất dính giữa dòng đời vạn thính
195,956,Sadness,rồi mấy đứa chân không được dài như tao phóng qua kiểu gì : )
196,722,Disgust,nuôi kiểu gì mà để bé vậy đây : ( ( ( (
197,562,Enjoyment,per = ) ) ) nó kể chuyện buồn mà cười vãi cười = ) ) )
198,1948,Disgust,mấy thằng ngu mang danh cổ_động_viên cuồng_nhiệt . ban tổ_chức bắt tại_trận được thằng nào thì bắt nó share ra = ) )
199,1672,Disgust,"ủa nó đá ông da đen mà ... sao tôi kia chửi nó "" da đen "" này_nọ .... ? ? ? ? ?"
200,1146,Disgust,"nội_bộ lục_đục , được nước thả câu lại nhường cho 30 % cổ_phần cho trung_quốc . thế_là thương_hiệu việt nhưng công_nghệ tq "
201,1734,Surprise,về nhanh thế
202,490,Enjoyment,chuẩn luôn : ) )
203,1834,Disgust,nhạc ghét không hay mấy admin ạ
204,1928,Surprise,sao nhìn mặt ông cụ giống tokuda thế
205,951,Disgust,nhìn ngon ngẻ v thôi chứ toàn gay qá : ( (
206,12,Enjoyment,"chuẩn thế còn gì , phải có uy_tín trong nghề mới thành_công được"
207,648,Disgust,giả_dối
208,143,Fear,"gặp một nhà nuôi 1 con chó với 2 con ngỗng , trời_ơi chưa kịp vào nhà , con chó còn chưa sủa mà con ngỗng đã đuổi chạy vắt chân lên cổ rồi : ' ( nhục"
209,1608,Disgust,lại phốt xứ thanh . mệt nhỉ
210,1550,Enjoyment,ha_ha dể thương ❤️
211,675,Other,đây là bếp cồn có từ trước khi giải_phóng nha mấy chế
212,1871,Enjoyment,"per may có con bạn đang giảm cân nhưng nó hiền , nó sẽ lao vào ăn cùng tao chứ không tát sấp_mặt tao như_vậy , phải không ?"
213,1452,Enjoyment,"ngày_xưa toàn ăn cơm với nước_mắt , ngày_trước giận bố lắm , nhưng giờ mới cảm_ơn bố vì như_thế mới có mình ngày_nay"
214,393,Other,chưa ai chịu được
215,757,Other,em mong chỗ tiền anh kiếm được không bị vợ giữ nốt 藍
216,1915,Disgust,"ngày_xưa thầy dạy toán tao còn đấm thụi thụi thằng ngỗ_ngược trong lớp đấy thôi , cả lớp cười ầm . giờ mạng xã_hội phát_triển , quan_trọng_hoá vấn_đề , cái nhỏ đưa lên mạng là thành cái to"
217,1704,Enjoyment,tao nhìn thấy thèm 藍
218,308,Enjoyment,"một đời chẳng mong phải nhà_lầu 4 tầng , xe_hơi hàng tỉ , chỉ mong người đàn_ông đi cùng mình đến cuối đời sẽ luôn nâng_niu yêu_thương mình "
219,922,Sadness,an_ủi cũng ghen à : (
220,749,Other,bếp dầu_hoả chứ cái gì
221,1108,Disgust,chẳng_là cái gì cả
222,1463,Disgust,thằng ngu_muội 
223,1206,Enjoyment,đỉnh_cao : ) )
224,529,Sadness,bằng tuổi em các bạn đang ôn thi mà em phân_vân không biết chọn trường nào : ( (
225,1493,Anger,láo vãi
226,1651,Enjoyment,bác vẽ làm tao nhớ con cá này vãi = ) ) )
227,625,Other,per còn nhớ cây nay không
228,1278,Sadness,đi làm quán nước mà mỗi cái bịch nay long đựng ống hút nó cũng xé nhỏ ra rồi để bay tứ_tung đi quét đã muốn lòi lồn
229,818,Other,thẳng_thắn cho đỡ mất thời_gian của nhau
230,1622,Enjoyment,cười vãi : ) ) ) tếu thật_sự luôn ý
231,623,Other,đó căn_bản chỉ là phép lịch_sự tối thiếu thôi
232,140,Disgust,quá xàm
233,261,Disgust,anh_em có thấy cắt video không . thấy xl quá
